sqldate,eventcode,actor1name,actor2name,sourceurl,url_text,qwen_just_URL
20220101,43,,POLE,https://as.com/futbol/2022/01/01/primera/1641057005_745473.html,futbol primera html,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,51,,SAUDI ARABIA,https://www.okaz.com.sa/news/na/2092790,news,"Sentiment: unclear  
Reason: Insufficient information."
20220101,51,,SAUDI ARABIA,https://www.okaz.com.sa/news/na/2092790,news,"Sentiment: unclear
Reason: Insufficient information."
20220101,20,,INTELLIGENCE,https://www.diariolaprovinciasj.com/elpais/2022/1/1/cuales-son-los-sectores-que-tendran-mayor-demanda-laboral-en-2022-165873.html,elpais cuales son los sectores que tendran mayor demanda laboral html,"Sentiment: neutral
Reason: The text is informative, not expressing clear emotion."
20220101,42,,VENEZUELAN,https://noticias.uol.com.br/ultimas-noticias/efe/2022/01/01/chanceler-venezuelano-pede-que-bolsonaro-aprove-transferencia-de-migrantes.htm,ultimas noticias efe chanceler venezuelano pede que bolsonaro aprove transferencia migrantes htm,"Sentiment: neutral
Reason: The text is factual and does not express clear emotion."
20220101,20,,BASQUE,https://omirante.pt/cavaleiro-andante/2022-01-01-Em-Abrantes-nada-como-dantes-a2fb5365,cavaleiro andante abrantes nada como dantes a2fb5365,"Sentiment: unclear  
Reason: Text is unclear and appears to be incomplete."
20220101,50,,CATALAN,https://sport1.oslobodjenje.ba/s1/fudbal/ino-fudbal/primera/postigao-dogovor-sa-kataloncima-barcelona-sljedeceg-ljeta-dobija-veliko-pojacanje-721568,fudbal ino fudbal primera postigao dogovor kataloncima barcelona sljedeceg ljeta dobija veliko pojacanje,"Sentiment: unclear  
Reason: Text appears to be in a language other than English and is not clear enough for sentiment analysis."
20220101,51,,INDIGENOUS,https://g1.globo.com/mundo/noticia/2022/01/01/a-epidemia-de-desaparecimentos-de-indigenas-que-intriga-os-eua.ghtml,mundo noticia epidemia desaparecimentos indigenas que intriga eua ghtml,"Sentiment: unclear  
Reason: Insufficient context and incomplete text."
20220101,51,,INDIGENOUS,https://g1.globo.com/mundo/noticia/2022/01/01/a-epidemia-de-desaparecimentos-de-indigenas-que-intriga-os-eua.ghtml,mundo noticia epidemia desaparecimentos indigenas que intriga eua ghtml,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,161,MADEIRA,,https://www.akhbarona.com/last/340605.html,last html,"Sentiment: unclear  
Reason: Text is too brief and lacks context."
20220101,112,BRAZIL,CRIMINAL,https://www.brasil247.com/brasil/bolsonaro-e-eleito-corrupto-do-ano-por-consorcio-internacional,brasil bolsonaro eleito corrupto ano por consorcio internacional,"Sentiment: negative
Reason: Mentions corruption and international consortium negatively."
20220101,112,BRAZIL,CRIMINAL,https://www.brasil247.com/brasil/bolsonaro-e-eleito-corrupto-do-ano-por-consorcio-internacional,brasil bolsonaro eleito corrupto ano por consorcio internacional,"Sentiment: negative
Reason: Mentions corruption and international consortium in context of Bolsonaro's election."
20220101,100,BUSINESS,,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,znaki vostochnogo kalendarya godu rozhdeniya kotorym povezet godu html,"Sentiment: unclear
Reason: Text is incomplete and difficult to interpret."
20220101,90,COMPANY,ADMINISTRATION,https://www.republika.co.id/berita/r520kx430/jepang-bantu-perusahaan-bill-gates-bangun-reaktor-nuklir,berita r520kx430 jepang bantu perusahaan bill gates bangun reaktor nuklir,"Sentiment: neutral
Reason: The text is factual and doesn't convey clear emotion."
20220101,112,COMPANIES,REPRESENTATIVES,https://www.alarab.com/Article/1018144,article,"Sentiment: unclear
Reason: Not enough information in the text."
20220101,60,SWITZERLAND,,https://evz.ro/sinuciderea-asistata-este-acum-legala-austria-este-tara-care-a-decis-sa-curme-suferintele-bolnavilor.html,sinuciderea asistata este acum legala austria este tara care decis curme suferintele bolnavilor html,"Sentiment: positive
Reason: Legalization of assisted suicide is generally seen as progressive."
20220101,81,SWITZERLAND,,https://evz.ro/sinuciderea-asistata-este-acum-legala-austria-este-tara-care-a-decis-sa-curme-suferintele-bolnavilor.html,sinuciderea asistata este acum legala austria este tara care decis curme suferintele bolnavilor html,"Sentiment: neutral
Reason: The text is unclear due to translation issues."
20220101,42,CHILE,,http://www.funkuhr.de/fernsehprogramm/sendungsdetails/169446982/pumas-in-der-wildnis-patagoniens.html,fernsehprogramm sendungsdetails pumas der wildnis patagoniens html,"Sentiment: neutral
Reason: The text appears to be a program description and does not convey clear emotion."
20220101,54,CHINA,EMBASSY,https://gordonua.com/news/worldnews/kitay-otkryl-posolstvo-v-nikaragua-posle-vozobnovleniya-diplomaticheskih-otnosheniy-1589047.html,news worldnews kitay otkryl posolstvo nikaragua posle vozobnovleniya diplomaticheskih otnosheniy html,"Sentiment: neutral
Reason: Announcement of restored diplomatic relations is typically seen as neutral."
20220101,20,COLOMBIA,COLOMBIA,https://www.colombia.com/actualidad/nacionales/12415-contagios-por-la-covid-19-registra-colombia-en-el-primer-dia-del-ano-2022-333346,actualidad nacionales contagios por covid registra colombia primer dia del ano,"Sentiment: neutral
Reason: Information on deaths or significant impacts is missing."
20220101,180,PRISON,,https://pronedra.ru/zaprety-i-primety-rozhdestvenskogo-sochelnik-chto-gotovyat-v-prazdnik-628846.html,zaprety primety rozhdestvenskogo sochelnik chto gotovyat prazdnik html,"Sentiment: unclear  
Reason: Text appears to be in Russian but the meaning is not clear without context."
20220101,30,PRISON,ACADEMICS,https://www.notigape.com/trabajara-gobierno-municipal-por-bienestar-y-progreso-en-2022/243835,trabajara gobierno municipal por bienestar progreso,"Sentiment: positive
Reason: Text implies government efforts for well-being and progress."
20220101,173,POLICE,FRANCE,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,186,PERPETRATOR,BAMAKO,http://malijet.com/les_faits_divers_au_mali/265488-commissariat-de-police-du-11eme-arrondissement-fin-de-course-pou.html,les faits divers mali commissariat police 11eme arrondissement fin course pou html,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,10,COMMUNITY,,https://www.lopinionista.it/fico-ringrazia-mattarella-120130.html,fico ringrazia mattarella html,"Sentiment: unclear  
Reason: Insufficient context to determine sentiment."
20220101,111,RESIDENTS,,https://g1.globo.com/sp/piracicaba-regiao/noticia/2022/01/01/biblioteca-municipal-de-limeira-oferece-oficinas-gincana-show-e-sarau-durante-as-ferias-escolares.ghtml,piracicaba regiao noticia biblioteca municipal limeira oferece oficinas gincana show sarau durante ferias escolares ghtml,"Sentiment: positive
Reason: Offers activities during school holidays suggest local engagement and entertainment."
20220101,1723,POPULATION,,https://gordonua.com/news/worldnews/vo-francii-v-novogodnyuyu-noch-sozhgli-874-mashiny-mvd-1589046.html,news worldnews francii novogodnyuyu noch sozhgli mashiny mvd html,"Sentiment: negative
Reason: Fires burning police cars during New Year's night in France."
20220101,80,ACTOR,,https://www.interris.it/rubriche/opinione/affrontare-questioni-pressanti-luce-dottrina-sociale-chiesa/,rubriche opinione affrontare questioni pressanti luce dottrina sociale chiesa,"Sentiment: unclear  
Reason: Text appears to be in Italian and refers to topics without clear positive or negative connotations."
20220101,833,EUROPE,,https://www.brasil247.com/blog/brasil-para-principiantes,blog brasil para principiantes,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,90,EUROPE,,https://alquds.com/2022/01/02/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D8%AA%D8%AA%D8%AC%D8%A7%D9%88%D8%B2-%D8%B9%D8%AA%D8%A8%D8%A9-100-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-%D8%A8%D9%83%D9%88%D9%81%D9%8A/,أوروبا تتجاوز عتبة مليون إصابة بكوفي,"Sentiment: neutral
Reason: Statement of fact, no emotional tone."
20220101,112,EUROPEAN,BELARUS,https://www.skivefolkeblad.dk/artikel/8426302b-78a7-3353-beaa-8731a102cde4/,artikel 8426302b 78a7 beaa 8731a102cde4,"Unclear
No text to analyze."
20220101,112,EUROPEAN,RUSSIA,https://www.skivefolkeblad.dk/artikel/8426302b-78a7-3353-beaa-8731a102cde4/,artikel 8426302b 78a7 beaa 8731a102cde4,"Sentiment: unclear
Reason: Insufficient text content."
20220101,112,EUROPEAN,RUSSIA,https://www.skivefolkeblad.dk/artikel/8426302b-78a7-3353-beaa-8731a102cde4/,artikel 8426302b 78a7 beaa 8731a102cde4,"Sentiment: unclear
Reason: Insufficient text for sentiment analysis."
20220101,50,FRANCE,,https://as.com/futbol/2022/01/01/primera/1641057005_745473.html,futbol primera html,"Sentiment: unclear  
Reason: Insufficient context about the event/news."
20220101,141,PARIS,POLICE,https://noticias.uol.com.br/ultimas-noticias/deutschewelle/2022/01/01/franca-ve-queda-em-numero-de-carros-incendiados-no-ano-novo.htm,ultimas noticias deutschewelle franca queda numero carros incendiados ano novo htm,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,192,FRENCH,SYRIA,https://naslovi.net/2022-01-02/rtv/vremeplov-otvorena-prva-citaonica-u-knezevini-srbiji/29652721,rtv vremeplov otvorena prva citaonica knezevini srbiji,"Sentiment: neutral
Reason: Announcement of opening a library does not convey clear positive or negative emotion."
20220101,192,FRANCE,SYRIA,https://naslovi.net/2022-01-02/rtv/vremeplov-otvorena-prva-citaonica-u-knezevini-srbiji/29652721,rtv vremeplov otvorena prva citaonica knezevini srbiji,"Sentiment: neutral
Reason: Information about the event is neutral in tone."
20220101,190,LILLE,YEMENI,https://www.okaz.com.sa/news/na/2092790,news,"Sentiment: unclear  
Reason: Insufficient information."
20220101,141,GUADELOUPE,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,172,CONAKRY,,http://malijet.com/actualite_economique_du_mali/265491-lutte-contre-la-fraude-et-la-contrebande-les-douanes-saisissent-.html,actualite economique mali lutte contre fraude contrebande les douanes saisissent html,"Sentiment: neutral
Reason: The text describes economic activities without clear positive or negative connotations."
20220101,70,GAMBIA,NORWEGIAN,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,70,GAMBIA,NORWAY,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"Sentiment: unclear  
Reason: Insufficient context to determine sentiment."
20220101,70,GAMBIA,NORWEGIAN,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,190,PRESIDENT,,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,إصابات خلال مواجهات برقة,"- Sentiment: negative
- Reason: mentions injuries in conflicts."
20220101,192,PRESIDENT,,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,إصابات خلال مواجهات برقة,"Sentiment: negative
Reason: mentions injuries during clashes."
20220101,20,MINISTRY,EMIRATI,https://www.akhbarona.com/world/340606.html,world html,"Sentiment: unclear
Reason: Insufficient information."
20220101,51,MINISTRY,EMIRATI,https://www.akhbarona.com/world/340606.html,world html,"Sentiment: unclear
Reason: Insufficient information."
20220101,71,GOVERNMENT,EUROPEAN,https://www.interris.it/rubriche/opinione/affrontare-questioni-pressanti-luce-dottrina-sociale-chiesa/,rubriche opinione affrontare questioni pressanti luce dottrina sociale chiesa,"Sentiment: unclear  
Reason: Text is in Italian and context is unclear without additional information."
20220101,111,AUTHORITIES,EMPLOYEE,https://ria.ru/20220102/status-1766397981.html,status html,"Sentiment: unclear  
Reason: Insufficient context."
20220101,841,DIPLOMAT,PRISONER,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,berita r520da430 indiapakistan tukar daftar tahanan,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,841,DIPLOMAT,PRISONER,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,berita r520da430 indiapakistan tukar daftar tahanan,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,1014,EMBASSY,UKRAINIAN,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,znaki vostochnogo kalendarya godu rozhdeniya kotorym povezet godu html,"Sentiment: unclear  
Reason: Text is not fully provided."
20220101,1014,EMBASSY,UKRAINIAN,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,znaki vostochnogo kalendarya godu rozhdeniya kotorym povezet godu html,"Sentiment: unclear  
Reason: Text is unclear and appears to be incomplete."
20220101,36,MINIST OF EDUCATION,,https://www.diariolaprovinciasj.com/educacion/2022/1/1/el-ministerio-de-educacion-atendera-en-nuevo-horario-165874.html,educacion ministerio educacion atendera nuevo horario html,"Sentiment: neutral
Reason: The text provides no clear indication of a positive or negative tone."
20220101,13,MEDICAL ASSOCIATION,,https://www.aftenposten.no/verden/i/OrevnE/foerste-nyttaarsdag-ble-det-registrert-over-160000-koronatilfeller-i-en,verden orevne foerste nyttaarsdag ble det registrert over koronatilfeller,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,120,DOCTOR,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,novogodnie multfilmy dlja vsej semi dushevnaja podborka dlja n1831930,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,120,DOCTOR,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,novogodnie multfilmy dlja vsej semi dushevnaja podborka dlja n1831930,"Sentiment: neutral
Reason: The text describes a selection of films, no clear emotional tone."
20220101,10,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"Sentiment: neutral
Reason: Statement of fact without emotional cues."
20220101,10,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"Sentiment: neutral
Reason: Announcement of a player's departure is typically neutral."
20220101,42,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"Sentiment: neutral
Reason: Statement of fact, no clear emotional tone."
20220101,42,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"Sentiment: neutral
Reason: Announcement of a player's departure is typically neutral."
20220101,43,JAKARTA,FLORIDA,https://www.republika.co.id/berita/r520u2384/ini-ketentuan-tes-antigen-di-stasiun,berita r520u2384 ini ketentuan tes antigen stasiun,"Sentiment: unclear  
Reason: Text is not clear and lacks emotional indicators."
20220101,10,ISRAEL,,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,story apres des tirs roquettes frappes israeliennes sur gaza,"Sentiment: negative
Reason: Description of rocket attacks implies conflict and violence."
20220101,61,ISRAEL,,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,الجيش الإسرائيلي يقصف أهدافا قطاع,"Sentiment: negative
Reason: 冲突报道通常具有负面情绪。"
20220101,190,ISRAELI,ISRAEL,https://ria.ru/20220102/status-1766397981.html,status html,"Sentiment: unclear  
Reason: Insufficient information in the text."
20220101,871,ISRAEL,PALESTINIAN,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,الجيش الإسرائيلي يقصف أهدافا قطاع,"Sentiment: negative
Reason: 内容涉及军事打击，通常为负面信息。"
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/udary-1766397744.html,udary html,"Sentiment: unclear
Reason: Insufficient context."
20220101,194,ISRAEL,PALESTINIAN,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,story apres des tirs roquettes frappes israeliennes sur gaza,"Sentiment: negative
Reason: Description of rocket attacks implies conflict and harm."
20220101,194,ISRAEL,HAMAS,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,story apres des tirs roquettes frappes israeliennes sur gaza,"Sentiment: negative
Reason: Describes rocket attacks, which are generally associated with conflict and harm."
20220101,90,ISRAELI,,https://www.adn40.mx/internacional/israel-flurona-gripe-covid-19-pfp,internacional israel flurona gripe covid pfp,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,10,ISRAELI,ISRAEL,https://www.notigape.com/israel-detecto-primer-caso-de-flurona-gripe-y-covid-19-en-simultaneo/243839,israel detecto primer caso flurona gripe covid simultaneo,"Sentiment: neutral
Reason: Announcement of a new medical detection is typically neutral."
20220101,90,ISRAELI,ISRAEL,https://www.adn40.mx/internacional/israel-flurona-gripe-covid-19-pfp,internacional israel flurona gripe covid pfp,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,190,ISRAELI,,https://ria.ru/20220102/status-1766397981.html,status html,"Sentiment: unclear  
Reason: Insufficient context."
20220101,190,ISRAEL,ISRAEL,https://ria.ru/20220102/status-1766397981.html,status html,"Sentiment: unclear
Reason: Insufficient context."
20220101,190,ISRAEL,ISRAEL,https://ria.ru/20220102/udary-1766397744.html,udary html,"Sentiment: unclear  
Reason: Insufficient context."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/status-1766397981.html,status html,"Sentiment: unclear  
Reason: Insufficient context."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/udary-1766397744.html,udary html,"Sentiment: unclear  
Reason: Insufficient context."
20220101,20,ISRAELI,ISRAELI,https://www.alarab.com/Article/1018146,article,"Sentiment: unclear  
Reason: Insufficient text."
20220101,43,ITALY,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,173,ITALY,ALBANIA,http://www.oranews.tv/vendi/ky-eshte-shqiptari-i-arratisur-nga-burgu-ne-itali-naten-e-nderrimit-te-vit-i1023852,vendi eshte shqiptari arratisur nga burgu itali naten nderrimit vit i1023852,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,42,ITALY,ITALIAN,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,copertina perno opbg omicron bambini,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,43,ITALIAN,,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,copertina perno opbg omicron bambini,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,43,ITALIAN,ITALY,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,copertina perno opbg omicron bambini,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,10,JUDGE,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,rilanciato limmigrazione illegale vasta scala italia,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,43,SOUTH KOREA,MUSLIM,https://portaljember.pikiran-rakyat.com/pariwisata/pr-163372393/7-destinasi-wisata-halal-di-korea-selatan-cocok-bagi-umat-muslim-yang-traveling-ke-negeri-ginseng,pariwisata destinasi wisata halal korea selatan cocok bagi umat muslim yang traveling negeri ginseng,"Sentiment: positive
Reason: Text promotes travel options for Muslims in Korea."
20220101,84,TRADE UNION,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,111,TRADE UNION,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,actualite social mobilisation sociale pointe pitre elie domota ete arrete php,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,100,REPRESENTATIVES,VOTER,https://www.corriere.it/editoriali/22_gennaio_01/i-partiti-quirinaleche-cosa-serve-ora-paese-466c0010-6b3e-11ec-a3c8-e3c830b3b1de.shtml,editoriali gennaio partiti quirinaleche cosa serve ora paese 466c0010 6b3e 11ec a3c8 e3c830b3b1de shtml,"Sentiment: unclear
Reason: Insufficient context to determine sentiment."
20220101,120,REPRESENTATIVES,VOTER,https://www.corriere.it/editoriali/22_gennaio_01/i-partiti-quirinaleche-cosa-serve-ora-paese-466c0010-6b3e-11ec-a3c8-e3c830b3b1de.shtml,editoriali gennaio partiti quirinaleche cosa serve ora paese 466c0010 6b3e 11ec a3c8 e3c830b3b1de shtml,"Sentiment: unclear  
Reason: Insufficient context for sentiment analysis."
20220101,161,MONACO,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"Sentiment: neutral
Reason: The text provides factual information without expressing clear emotion."
20220101,161,MONACO,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,infos article asm monaco officialise depart niko kovac officiel html,"Sentiment: neutral
Reason: Announcement of a player's departure is typically neutral."
20220101,51,MILITARY,,https://www.okaz.com.sa/news/na/2092790,news,"Sentiment: unclear
Reason: Insufficient information."
20220101,51,MILITARY,,https://www.okaz.com.sa/news/na/2092790,news,"Sentiment: unclear  
Reason: Insufficient information."
20220101,114,NAVY,,https://omirante.pt/sociedade/2022-01-01-Vila-Franca-de-Xira-vai-ter-de-realizar-mais-obras-para-ganhar-novo-tribunal-a4687496,sociedade vila franca xira vai ter realizar mais obras para ganhar novo tribunal a4687496,"Sentiment: neutral
Reason: Information about the works and their impact is not clear."
20220101,190,MALI,,http://malijet.com/actualite-politique-au-mali/editorial-journaux-mali/265485-edito-le-pragmatisme-russe-aux-antipodes-des-th%C3%A9ories-fran%C3%A7aises.html,actualite politique mali editorial journaux mali edito pragmatisme russe aux antipodes des théories françaises html,"Sentiment: unclear  
Reason: Insufficient context to determine sentiment."
20220101,42,MUSLIM,SOUTH KOREA,https://portaljember.pikiran-rakyat.com/pariwisata/pr-163372393/7-destinasi-wisata-halal-di-korea-selatan-cocok-bagi-umat-muslim-yang-traveling-ke-negeri-ginseng,pariwisata destinasi wisata halal korea selatan cocok bagi umat muslim yang traveling negeri ginseng,"Sentiment: positive
Reason: Text promotes travel options for Muslims in Korea."
20220101,841,PRISONER,DIPLOMAT,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,berita r520da430 indiapakistan tukar daftar tahanan,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,42,POLE,,https://as.com/futbol/2022/01/01/primera/1641057005_745473.html,futbol primera html,"Sentiment: unclear
Reason: Insufficient context for sentiment analysis."
20220101,161,PORTUGAL,MADEIRA,https://www.akhbarona.com/last/340605.html,last html,"Sentiment: unclear  
Reason: Insufficient information."
