sqldate,eventcode,actor1name,actor2name,sourceurl,qwen_just_URL
20220101,90,EUROPE,,https://alquds.com/2022/01/02/%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D8%A7-%D8%AA%D8%AA%D8%AC%D8%A7%D9%88%D8%B2-%D8%B9%D8%AA%D8%A8%D8%A9-100-%D9%85%D9%84%D9%8A%D9%88%D9%86-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A9-%D8%A8%D9%83%D9%88%D9%81%D9%8A/,"- Sentiment: negative
- Reason: URL suggests arrest of 100 Palestinians by Israeli forces."
20220101,112,EUROPEAN,BELARUS,https://www.skivefolkeblad.dk/artikel/8426302b-78a7-3353-beaa-8731a102cde4/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,112,EUROPEAN,RUSSIA,https://www.skivefolkeblad.dk/artikel/8426302b-78a7-3353-beaa-8731a102cde4/,"- Sentiment: unclear
- Reason: URL alone provides no sentiment-indicative text."
20220101,112,EUROPEAN,RUSSIA,https://www.skivefolkeblad.dk/artikel/8426302b-78a7-3353-beaa-8731a102cde4/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,50,FRANCE,,https://as.com/futbol/2022/01/01/primera/1641057005_745473.html,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,141,PARIS,POLICE,https://noticias.uol.com.br/ultimas-noticias/deutschewelle/2022/01/01/franca-ve-queda-em-numero-de-carros-incendiados-no-ano-novo.htm,"- Sentiment: negative
- Reason: ""Qeda em numero de carros incendiados"" indicates a decline in car burnings, likely perceived negatively."
20220101,192,FRENCH,SYRIA,https://naslovi.net/2022-01-02/rtv/vremeplov-otvorena-prva-citaonica-u-knezevini-srbiji/29652721,"- Sentiment: positive
- Reason: Opening of first reading room suggests cultural progress."
20220101,192,FRANCE,SYRIA,https://naslovi.net/2022-01-02/rtv/vremeplov-otvorena-prva-citaonica-u-knezevini-srbiji/29652721,"- Sentiment: positive
- Reason: Opening of first reading room suggests community development."
20220101,190,LILLE,YEMENI,https://www.okaz.com.sa/news/na/2092790,"- Sentiment: unclear
- Reason: URL does not provide enough context or information."
20220101,141,GUADELOUPE,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,"- Sentiment: negative
- Reason: Social unrest and arrest indicate conflict."
20220101,172,CONAKRY,,http://malijet.com/actualite_economique_du_mali/265491-lutte-contre-la-fraude-et-la-contrebande-les-douanes-saisissent-.html,"- Sentiment: negative
- Reason: Involves fraud and smuggling, generally seen as negative activities."
20220101,70,GAMBIA,NORWEGIAN,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,"- Sentiment: negative
- Reason: Illegitimate immigration surge framed as problematic."
20220101,70,GAMBIA,NORWAY,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,"- Sentiment: negative
- Reason: Increased illegal immigration on a large scale, suggests concern."
20220101,70,GAMBIA,NORWEGIAN,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,"- Sentiment: negative
- Reason: URL suggests increase in illegal immigration, likely viewed as problematic."
20220101,190,PRESIDENT,,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,192,PRESIDENT,,https://alquds.com/2022/01/01/%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AE%D9%84%D8%A7%D9%84-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A8%D8%B1%D9%82%D8%A9/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,20,MINISTRY,EMIRATI,https://www.akhbarona.com/world/340606.html,"- Sentiment: unclear
- Reason: URL alone provides no sentiment-indicative keywords or context."
20220101,51,MINISTRY,EMIRATI,https://www.akhbarona.com/world/340606.html,"- Sentiment: unclear
- Reason: URL alone provides no clear sentiment indicators."
20220101,71,GOVERNMENT,EUROPEAN,https://www.interris.it/rubriche/opinione/affrontare-questioni-pressanti-luce-dottrina-sociale-chiesa/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,111,AUTHORITIES,EMPLOYEE,https://ria.ru/20220102/status-1766397981.html,"- Sentiment: unclear
- Reason: URL alone provides no clear sentiment indicators."
20220101,841,DIPLOMAT,PRISONER,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,"- Sentiment: neutral
- Reason: URL suggests exchange of prisoner lists, no clear positive or negative connotation."
20220101,841,DIPLOMAT,PRISONER,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,"- Sentiment: neutral
- Reason: URL indicates exchange of prisoner lists, not enough context for sentiment."
20220101,1014,EMBASSY,UKRAINIAN,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,"- Sentiment: positive
- Reason: Title suggests fortune for certain zodiac signs in 2022."
20220101,1014,EMBASSY,UKRAINIAN,https://pronedra.ru/znaki-vostochnogo-kalendarya-po-godu-rozhdeniya-kotorym-povezet-v-2022-godu-628853.html,"- Sentiment: positive
- Reason: Title suggests luck for certain zodiac signs in 2022."
20220101,36,MINIST OF EDUCATION,,https://www.diariolaprovinciasj.com/educacion/2022/1/1/el-ministerio-de-educacion-atendera-en-nuevo-horario-165874.html,"- Sentiment: neutral
- Reason: URL indicates a change in ministry hours, no clear positive or negative connotations."
20220101,13,MEDICAL ASSOCIATION,,https://www.aftenposten.no/verden/i/OrevnE/foerste-nyttaarsdag-ble-det-registrert-over-160000-koronatilfeller-i-en,"- Sentiment: negative
- Reason: High number of COVID cases reported, indicating severe health issue."
20220101,120,DOCTOR,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,"- Sentiment: positive
- Reason: ""dushevnaja"" suggests heartwarming, family-friendly content."
20220101,120,DOCTOR,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,"- Sentiment: positive
- Reason: ""dushevnaja"" (heartwarming) suggests a positive tone."
20220101,10,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,"- Sentiment: negative
- Reason: Official departure announcement suggests a loss for the team."
20220101,10,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,"- Sentiment: neutral
- Reason: URL indicates an official departure, no clear positive or negative connotations."
20220101,42,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,"- Sentiment: neutral
- Reason: URL indicates an official departure, no clear positive or negative connotations."
20220101,42,CROATIAN,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,"- Sentiment: negative
- Reason: Official departure announcement typically indicates a less positive event."
20220101,43,JAKARTA,FLORIDA,https://www.republika.co.id/berita/r520u2384/ini-ketentuan-tes-antigen-di-stasiun,"- Sentiment: neutral
- Reason: URL does not provide clear sentiment, only topic."
20220101,10,ISRAEL,,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes, indicating conflict."
20220101,61,ISRAEL,,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,190,ISRAELI,ISRAEL,https://ria.ru/20220102/status-1766397981.html,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,871,ISRAEL,PALESTINIAN,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,"- Sentiment: unclear
- Reason: URL text does not provide clear sentiment indicators."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/udary-1766397744.html,"- Sentiment: unclear
- Reason: URL alone does not provide enough context for sentiment analysis."
20220101,194,ISRAEL,PALESTINIAN,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes, indicating conflict."
20220101,194,ISRAEL,HAMAS,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes, indicating conflict."
20220101,90,ISRAELI,,https://www.adn40.mx/internacional/israel-flurona-gripe-covid-19-pfp,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,10,ISRAELI,ISRAEL,https://www.notigape.com/israel-detecto-primer-caso-de-flurona-gripe-y-covid-19-en-simultaneo/243839,"- Sentiment: negative
- Reason: Reports first case of co-infection, likely concerning."
20220101,90,ISRAELI,ISRAEL,https://www.adn40.mx/internacional/israel-flurona-gripe-covid-19-pfp,"- Sentiment: neutral
- Reason: URL mentions news about Israel, Flurona, flu, and COVID-19 without clear sentiment."
20220101,190,ISRAELI,,https://ria.ru/20220102/status-1766397981.html,"- Sentiment: unclear
- Reason: URL alone does not provide clear sentiment indicators."
20220101,190,ISRAEL,ISRAEL,https://ria.ru/20220102/status-1766397981.html,"- Sentiment: unclear
- Reason: URL alone does not provide enough context for sentiment analysis."
20220101,190,ISRAEL,ISRAEL,https://ria.ru/20220102/udary-1766397744.html,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/status-1766397981.html,"- Sentiment: unclear
- Reason: URL does not provide context or content details."
20220101,190,ISRAELI,GAZA,https://ria.ru/20220102/udary-1766397744.html,"- Sentiment: unclear
- Reason: URL alone provides no clear sentiment indicators."
20220101,20,ISRAELI,ISRAELI,https://www.alarab.com/Article/1018146,"- Sentiment: unclear
- Reason: URL does not provide enough information to infer sentiment."
20220101,43,ITALY,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,"- Sentiment: negative
- Reason: Title suggests increase in illegal immigration, framed as problematic."
20220101,173,ITALY,ALBANIA,http://www.oranews.tv/vendi/ky-eshte-shqiptari-i-arratisur-nga-burgu-ne-itali-naten-e-nderrimit-te-vit-i1023852,"- Sentiment: negative
- Reason: URL suggests a distressing event involving an arrest."
20220101,42,ITALY,ITALIAN,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,"- Sentiment: unclear
- Reason: URL alone does not provide clear sentiment indicators."
20220101,43,ITALIAN,,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,"- Sentiment: unclear
- Reason: URL alone does not provide clear sentiment indicators."
20220101,43,ITALIAN,ITALY,https://www.interris.it/copertina/perno-opbg-omicron-bambini/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,10,JUDGE,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,"- Sentiment: negative
- Reason: URL mentions illegal immigration resurgence, likely viewed negatively."
20220101,43,SOUTH KOREA,MUSLIM,https://portaljember.pikiran-rakyat.com/pariwisata/pr-163372393/7-destinasi-wisata-halal-di-korea-selatan-cocok-bagi-umat-muslim-yang-traveling-ke-negeri-ginseng,"- Sentiment: positive
- Reason: Article highlights Muslim-friendly tourist destinations, indicating positivity."
20220101,84,TRADE UNION,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,"- Sentiment: negative
- Reason: Arrest of social movement leader suggests conflict or tension."
20220101,111,TRADE UNION,,https://www.franceguyane.fr/actualite/social/mobilisation-sociale-a-pointe-a-pitre-elie-domota-a-ete-arrete-493999.php,"- Sentiment: negative
- Reason: Social unrest and arrest indicate tension and conflict."
20220101,100,REPRESENTATIVES,VOTER,https://www.corriere.it/editoriali/22_gennaio_01/i-partiti-quirinaleche-cosa-serve-ora-paese-466c0010-6b3e-11ec-a3c8-e3c830b3b1de.shtml,"- Sentiment: neutral
- Reason: URL does not provide clear emotional or directional content."
20220101,120,REPRESENTATIVES,VOTER,https://www.corriere.it/editoriali/22_gennaio_01/i-partiti-quirinaleche-cosa-serve-ora-paese-466c0010-6b3e-11ec-a3c8-e3c830b3b1de.shtml,"- Sentiment: neutral
- Reason: URL does not provide clear emotional cues or specific content."
20220101,161,MONACO,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,"- Sentiment: negative
- Reason: Departure of coach usually indicates issues or dissatisfaction."
20220101,161,MONACO,,https://madeinfoot.ouest-france.fr/infos/article-asm-l-as-monaco-officialise-le-depart-de-niko-kovac-officiel-364395.html,"- Sentiment: negative
- Reason: Official departure of Niko Kovac implies loss for the team."
20220101,51,MILITARY,,https://www.okaz.com.sa/news/na/2092790,"- Sentiment: unclear
- Reason: URL does not provide enough context for sentiment analysis."
20220101,51,MILITARY,,https://www.okaz.com.sa/news/na/2092790,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,114,NAVY,,https://omirante.pt/sociedade/2022-01-01-Vila-Franca-de-Xira-vai-ter-de-realizar-mais-obras-para-ganhar-novo-tribunal-a4687496,"- Sentiment: neutral
- Reason: URL mentions construction needs for new court, no clear positive or negative indicators."
20220101,190,MALI,,http://malijet.com/actualite-politique-au-mali/editorial-journaux-mali/265485-edito-le-pragmatisme-russe-aux-antipodes-des-th%C3%A9ories-fran%C3%A7aises.html,"- Sentiment: neutral
- Reason: URL title suggests contrasting views, not clear positive or negative."
20220101,42,MUSLIM,SOUTH KOREA,https://portaljember.pikiran-rakyat.com/pariwisata/pr-163372393/7-destinasi-wisata-halal-di-korea-selatan-cocok-bagi-umat-muslim-yang-traveling-ke-negeri-ginseng,"- Sentiment: positive
- Reason: Article highlights 7 halal tourist destinations in South Korea."
20220101,841,PRISONER,DIPLOMAT,https://www.republika.co.id/berita/r520da430/indiapakistan-tukar-daftar-tahanan,"- Sentiment: neutral
- Reason: URL suggests an exchange of prisoner lists, no clear positive or negative connotations."
20220101,42,POLE,,https://as.com/futbol/2022/01/01/primera/1641057005_745473.html,"- Sentiment: unclear
- Reason: URL does not provide enough context for sentiment analysis."
20220101,161,PORTUGAL,MADEIRA,https://www.akhbarona.com/last/340605.html,"- Sentiment: unclear
- Reason: URL alone does not provide context or content information."
20220101,10,PALESTINIAN,,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes, indicating conflict."
20220101,10,PALESTINIAN,,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes on Gaza, indicating conflict."
20220101,61,PALESTINIAN,,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,10,PALESTINIAN,ISRAEL,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Mentions rocket attacks and Israeli strikes, indicating conflict."
20220101,10,PALESTINIAN,ISRAEL,https://www.lematin.ch/story/apres-des-tirs-de-roquettes-frappes-israeliennes-sur-gaza-569823935907,"- Sentiment: negative
- Reason: Tirs de roquettes and frappes israeliennes indicate conflict."
20220101,61,PALESTINIAN,ISRAEL,https://www.alquds.co.uk/%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%8A%D9%82%D8%B5%D9%81-%D8%A3%D9%87%D8%AF%D8%A7%D9%81%D8%A7-%D9%81%D9%8A-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA/,"- Sentiment: unclear
- Reason: URL is in Arabic, not enough context provided."
20220101,195,HAMAS,,https://alquds.com/2022/01/02/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D9%82%D8%B5%D9%81-%D9%85%D9%88%D9%82%D8%B9%D9%8B%D8%A7-%D9%84%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%A9-%D8%A8%D8%BA%D8%B2%D8%A9/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,195,HAMAS,,https://alquds.com/2022/01/02/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D9%82%D8%B5%D9%81-%D9%85%D9%88%D9%82%D8%B9%D9%8B%D8%A7-%D9%84%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%A9-%D8%A8%D8%BA%D8%B2%D8%A9/,"- Sentiment: unclear
- Reason: URL does not provide clear sentiment indicators."
20220101,1712,POLITICIAN,,https://www.analisidifesa.it/2022/01/il-2021-ha-rilanciato-limmigrazione-illegale-su-vasta-scala-in-italia/,"- Sentiment: negative
- Reason: Mentions increase in illegal immigration, suggesting a problematic situation."
20220101,833,ARCHBISHOP,,https://noticias.uol.com.br/ultimas-noticias/efe/2022/01/01/sul-africanos-se-despedem-de-desmond-tutu.htm,"- Sentiment: neutral
- Reason: URL indicates news about farewell to Desmond Tutu, no clear emotional bias."
20220101,84,ROMANIA,,https://evz.ro/catalin-harnagea-fostul-sef-al-serviciului-extern-de-informatii-incepe-sa-scrie-in-evenimentul-zilei.html,"- Sentiment: unclear
- Reason: URL does not provide clear emotional or evaluative information."
